Task,Method,Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,R2_mean,R2_std,Pearson_mean,Pearson_std,MaxAE_mean,MaxAE_std,MedAE_mean,MedAE_std
SOH_50to50,DE-DDPM,LSTM,0.027136992060914567,0.0006771079203438697,0.030845343176154994,0.0004446083164126154,3.0522608115158993,0.07482106032126613,0.6046703730822021,0.01143020947180692,0.8734855769817761,0.008405941875295819,0.09273588473937677,0.005794137029738309,0.026923970137427165,0.001129572879639346
SOH_50to50,DE-DDPM,Transformer,0.012346296794353662,0.0008465097209597547,0.015949827287493442,0.0009367813033537035,1.4137449684678467,0.09391959767476665,0.8939532298158326,0.01277869248616001,0.9473960763680667,0.004743832111664506,0.0816611832804306,0.005790798511279725,0.010470876788974926,0.0008097750591480737
SOH_50to50,DE-DDPM,PatchTST,0.015333495783894058,0.0005256577954503558,0.01996674308828926,0.0005702253898547861,1.7585623088411197,0.05948504163958841,0.834248123293776,0.009509833311821361,0.9165894196851324,0.0036809755706293038,0.09767493400377161,0.01103500735301329,0.012487213903453953,0.0005783043679513823
SOH_50to50,DE-DDPM,Informer,0.01444268281322111,0.00022350202075117843,0.018281119612276294,0.0002754608201537519,1.6563462607930144,0.025043260860154397,0.8611345834310218,0.0041643964223262685,0.9301372556634799,0.0017379999585501649,0.08494431847955981,0.002273701844109286,0.012122824001153632,0.0003658769964699283
SOH_50to50,DE-DDPM,iTransformer,0.013595095076275848,0.00043131519942335325,0.017787256279424714,0.00036802889380526527,1.5594579399604835,0.04281567640160883,0.8685096946172146,0.005420003951046369,0.9347490641371697,0.004054850945805808,0.0935821005078431,0.013311195037509636,0.011235172394269844,0.0008223881656245457
SOH_50to50,DDPM,MLP,0.013150057846522175,0.00029869736428423597,0.016756108731918094,0.00029855533478202723,1.5206226001351995,0.033758511947264314,0.8833259910225996,0.004156340886749553,0.9467239868110411,0.0017012687039013763,0.07136047106442678,0.0017088044118715568,0.010273585962912824,0.0003141562161806109
SOH_50to50,DDPM,CNN,0.01229517930209234,0.0008601373630425025,0.016186440067516374,0.00088275419999906,1.4220352168343904,0.10278189900108152,0.8908352572123798,0.011642360283182416,0.9491831499992609,0.005273915819173641,0.07945987928584997,0.002102106243125787,0.009442092839967931,0.0006836040891085312
SOH_50to50,DDPM,RNN,0.013533043872223339,0.00016327566285754313,0.017663158689179673,0.0003001627552766174,1.5701530441813139,0.019266775072640283,0.8703561054551348,0.004383434700930628,0.9395486138187203,0.0015037874412027698,0.0830073287533234,0.0022406227926386533,0.010137789473379876,0.00025938387904634127
SOH_50to50,DDPM,LSTM,0.016351009119099074,0.0010575617224672829,0.021499209811378456,0.0013835902551638838,1.8939237800743058,0.12056864321263319,0.8071898509459337,0.02432429655767862,0.9096024150038419,0.013097998401045358,0.09310707538274465,0.0031280638714898555,0.01179903201516086,0.0009455340213017712
SOH_50to50,DDPM,Transformer,0.012450225113244808,0.0004906695225818231,0.016503907623881164,0.0006913305638705861,1.4365830213161424,0.05717781825545656,0.8866491253833255,0.009546606658713482,0.9504961654674403,0.004083821330567632,0.08386292983950587,0.006560038944193008,0.009643374122556581,0.00036689027972653434
SOH_50to50,DDPM,PatchTST,0.020613790995664506,0.0009786252291049573,0.026779310116491713,0.0011438395598364075,2.3662888780443745,0.11065909661389425,0.7015439945354126,0.025101721359429726,0.8662930784512849,0.011819407098045685,0.11516263692519524,0.014155156455031908,0.01615843833357109,0.001042238273316585
SOH_50to50,DDPM,Informer,0.01577889078615711,0.0005074652193612482,0.020399926214309055,0.0002555228742254514,1.8173390786534642,0.05474000227989269,0.8270919342312812,0.0043096524111295685,0.9179797028164505,0.0016215582470047992,0.08747455705956082,0.009416861947204206,0.01245946806007051,0.0010396087344670861
SOH_50to50,DDPM,iTransformer,0.016096035704648536,0.0010777999513820206,0.021421693625787896,0.0011273149899332369,1.8558230686726234,0.12367813404020848,0.8088393054328218,0.01984990414356308,0.9088986021317144,0.011020181482281914,0.10472017130156075,0.01139752304362919,0.012143662887990892,0.0010426081617258755
SOH_50to50,GAN,MLP,0.013276743617384656,0.00020956834326750254,0.016349767756752846,0.00010028495355276549,1.5264275254364654,0.02196261257217791,0.8889472181084578,0.0013603559498899782,0.9433515221451797,0.0007861040434256283,0.07393518442570841,0.004052302220350315,0.011558383145559658,0.0004413090407195083
SOH_50to50,GAN,CNN,0.011569276987769248,0.00035449246075474136,0.014939620949838611,0.0003869932160361475,1.329874530124751,0.04116858073486944,0.9072187110321159,0.004849978206480821,0.9531475058396962,0.0025193371076091945,0.07097619526416762,0.003859202688427672,0.009679264627856255,0.00037058871118907604
SOH_50to50,GAN,RNN,0.06740466163162476,0.000971489423154672,0.08026709511693071,0.0011025503216336634,7.66516087714979,0.10932564153300425,-1.6769912609919089,0.07337383823224401,0.34077827684373424,0.009195956872240405,0.23086850701540157,0.0040118681722784285,0.06360505494774635,0.0009675546419026244
